Publication_Date,Report_Date,Open_Interest,NonComm_Long,NonComm_Short,Net_Position,Net_Pos_Pct_OI,LevFunds_Long,LevFunds_Short,LevFunds_Net,LevFunds_Net_Pct_OI,Z_Net_OI,Z_dNet_OI,X7_COT_pctl,COT_Signal
2017-08-04,2017-08-01,457254,142639,165157,-22518,-4.92,72993,66296,6697,1.46,2.13,0.16,97.4,MODERATE SPECULATIVE NET SHORT
2017-08-11,2017-08-08,461152,151270,157361,-6091,-1.32,83468,58135,25333,5.49,2.47,0.89,100.0,MODERATE SPECULATIVE NET SHORT
2017-08-18,2017-08-15,462148,141317,162101,-20783,-4.5,70194,60834,9360,2.03,2.08,-0.89,98.1,MODERATE SPECULATIVE NET SHORT
2017-08-25,2017-08-22,464445,150815,160413,-9598,-2.07,80501,56657,23844,5.13,2.29,0.58,99.4,MODERATE SPECULATIVE NET SHORT
2017-09-01,2017-08-29,469307,153159,158708,-5548,-1.18,82489,51683,30806,6.56,2.34,0.17,100.0,MODERATE SPECULATIVE NET SHORT
2017-09-08,2017-09-05,464988,150505,157635,-7130,-1.53,81977,51920,30057,6.46,2.25,-0.15,98.7,MODERATE SPECULATIVE NET SHORT
2017-09-15,2017-09-12,487425,148679,170564,-21884,-4.49,84642,61588,23054,4.73,1.91,-0.83,96.2,MODERATE SPECULATIVE NET SHORT
2017-09-22,2017-09-19,431108,143765,197824,-54058,-12.54,78292,77133,1159,0.27,1.07,-2.16,83.3,MODERATE SPECULATIVE NET SHORT
2017-09-29,2017-09-26,429111,136509,171231,-34721,-8.09,70012,50279,19733,4.6,1.5,1.13,89.1,MODERATE SPECULATIVE NET SHORT
2017-10-06,2017-10-03,438663,137798,170078,-32279,-7.36,69139,50830,18309,4.17,1.55,0.16,89.7,MODERATE SPECULATIVE NET SHORT
2017-10-13,2017-10-10,450748,148115,176200,-28084,-6.23,80601,57794,22807,5.06,1.64,0.26,91.0,MODERATE SPECULATIVE NET SHORT
2017-10-20,2017-10-17,446338,137297,169759,-32462,-7.27,70431,55097,15334,3.44,1.51,-0.31,89.1,MODERATE SPECULATIVE NET SHORT
2017-10-27,2017-10-24,445018,133775,169470,-35694,-8.02,69117,58958,10159,2.28,1.41,-0.24,87.2,MODERATE SPECULATIVE NET SHORT
2017-11-03,2017-10-31,440384,126049,166333,-40283,-9.15,59118,59175,-57,-0.01,1.28,-0.34,83.3,MODERATE SPECULATIVE NET SHORT
2017-11-10,2017-11-07,446502,130276,162208,-31931,-7.15,62131,57575,4556,1.02,1.46,0.48,89.1,MODERATE SPECULATIVE NET SHORT
2017-11-17,2017-11-14,467842,148266,179037,-30770,-6.58,79328,75472,3856,0.82,1.49,0.11,89.1,MODERATE SPECULATIVE NET SHORT
2017-11-24,2017-11-21,465307,137998,117149,20849,4.48,67135,57542,9593,2.06,2.53,2.84,100.0,EXTREME SPECULATIVE NET LONG (Crowded)
2017-12-01,2017-11-28,495561,154224,131761,22463,4.53,80824,73895,6929,1.4,2.47,-0.04,100.0,EXTREME SPECULATIVE NET LONG (Crowded)
2017-12-08,2017-12-05,499124,150856,128582,22274,4.46,79554,72003,7551,1.51,2.4,-0.07,98.7,EXTREME SPECULATIVE NET LONG (Crowded)
2017-12-15,2017-12-12,505744,144424,115298,29126,5.76,70920,55803,15117,2.99,2.46,0.29,100.0,EXTREME SPECULATIVE NET LONG (Crowded)
2017-12-22,2017-12-19,485622,141605,128769,12835,2.64,67452,69797,-2345,-0.48,2.12,-0.85,97.4,EXTREME SPECULATIVE NET LONG (Crowded)
2017-12-29,2017-12-26,497744,152330,136742,15588,3.13,77098,76535,563,0.11,2.12,0.07,97.4,EXTREME SPECULATIVE NET LONG (Crowded)
2018-01-05,2018-01-02,542622,183875,130161,53713,9.9,103746,69216,34530,6.36,2.67,1.69,100.0,EXTREME SPECULATIVE NET LONG (Crowded)
2018-01-12,2018-01-09,563400,185723,121586,64136,11.38,101215,59173,42042,7.46,2.72,0.31,100.0,EXTREME SPECULATIVE NET LONG (Crowded)
2018-01-19,2018-01-16,594038,204502,137178,67323,11.33,116996,71311,45685,7.69,2.64,-0.09,99.4,EXTREME SPECULATIVE NET LONG (Crowded)
2018-01-26,2018-01-23,608683,216192,133673,82519,13.56,127165,68142,59023,9.7,2.76,0.5,100.0,EXTREME SPECULATIVE NET LONG (Crowded)
2018-02-02,2018-01-30,603460,215692,117281,98411,16.31,128097,51244,76853,12.74,2.9,0.63,100.0,EXTREME SPECULATIVE NET LONG (Crowded)
2018-02-09,2018-02-06,596937,205972,118569,87403,14.64,118937,52485,66452,11.13,2.68,-0.51,99.4,EXTREME SPECULATIVE NET LONG (Crowded)
2018-02-16,2018-02-13,564233,167751,116749,51002,9.04,86687,51901,34786,6.17,2.18,-1.52,96.2,EXTREME SPECULATIVE NET LONG (Crowded)
2018-02-23,2018-02-20,567534,163868,115125,48743,8.59,82318,53036,29282,5.16,2.1,-0.19,95.5,EXTREME SPECULATIVE NET LONG (Crowded)
2018-03-02,2018-02-27,567463,165931,114044,51887,9.14,86607,53046,33561,5.91,2.1,0.07,96.2,EXTREME SPECULATIVE NET LONG (Crowded)
2018-03-09,2018-03-06,557530,157454,106805,50649,9.08,77977,47837,30140,5.41,2.06,-0.08,95.5,EXTREME SPECULATIVE NET LONG (Crowded)
2018-03-16,2018-03-13,584759,161207,102232,58975,10.09,82704,44967,37737,6.45,2.09,0.2,96.8,EXTREME SPECULATIVE NET LONG (Crowded)
2018-03-23,2018-03-20,496964,153789,102481,51307,10.32,75540,49876,25664,5.16,2.06,0.0,96.8,EXTREME SPECULATIVE NET LONG (Crowded)
2018-03-30,2018-03-27,514049,167965,106660,61305,11.93,86384,58869,27515,5.35,2.14,0.35,98.1,EXTREME SPECULATIVE NET LONG (Crowded)
2018-04-06,2018-04-03,493677,149701,97114,52587,10.65,68333,49189,19144,3.88,2.0,-0.4,96.2,EXTREME SPECULATIVE NET LONG (Crowded)
2018-04-13,2018-04-10,508204,161264,99124,62140,12.23,78185,53135,25050,4.93,2.08,0.34,98.1,EXTREME SPECULATIVE NET LONG (Crowded)
2018-04-20,2018-04-17,509032,159615,95970,63645,12.5,80379,50401,29978,5.89,2.05,0.01,98.1,EXTREME SPECULATIVE NET LONG (Crowded)
2018-04-27,2018-04-24,494154,135210,92812,42398,8.58,56370,48017,8353,1.69,1.74,-1.07,89.7,EXTREME SPECULATIVE NET LONG (Crowded)
2018-05-04,2018-05-01,509659,145367,111237,34130,6.7,64315,61805,2510,0.49,1.58,-0.53,89.1,EXTREME SPECULATIVE NET LONG (Crowded)
2018-05-11,2018-05-08,515132,146830,113868,32962,6.4,67669,62778,4891,0.95,1.54,-0.12,88.5,EXTREME SPECULATIVE NET LONG (Crowded)
2018-05-18,2018-05-15,505114,135153,115688,19465,3.85,57717,61801,-4084,-0.81,1.34,-0.7,85.3,MODERATE SPECULATIVE NET LONG
2018-05-25,2018-05-22,520648,139710,130506,9204,1.77,60848,71536,-10688,-2.05,1.18,-0.57,83.3,MODERATE SPECULATIVE NET LONG
2018-06-01,2018-05-29,552251,148648,151066,-2418,-0.44,70434,88324,-17890,-3.24,1.02,-0.6,82.7,MODERATE SPECULATIVE NET SHORT
2018-06-08,2018-06-05,576287,147612,165519,-17906,-3.11,67518,100985,-33467,-5.81,0.83,-0.71,79.5,MODERATE SPECULATIVE NET SHORT
2018-06-15,2018-06-12,599561,134653,157438,-22784,-3.8,50902,92912,-42010,-7.01,0.79,-0.18,78.8,MODERATE SPECULATIVE NET SHORT
2018-06-22,2018-06-19,478200,124438,165089,-40651,-8.5,40761,96068,-55307,-11.57,0.47,-1.26,64.7,MODERATE SPECULATIVE NET SHORT
2018-06-29,2018-06-26,481383,123058,168481,-45422,-9.44,39270,99328,-60058,-12.48,0.4,-0.27,62.2,MODERATE SPECULATIVE NET SHORT
2018-07-06,2018-07-03,487131,123213,168880,-45667,-9.37,43024,99990,-56966,-11.69,0.4,-0.0,62.2,MODERATE SPECULATIVE NET SHORT
2018-07-13,2018-07-10,477596,112827,170535,-57707,-12.08,35598,104700,-69102,-14.47,0.21,-0.74,59.0,MODERATE SPECULATIVE NET SHORT
2018-07-20,2018-07-17,490064,113159,171883,-58723,-11.98,32316,103269,-70953,-14.48,0.21,0.01,59.0,MODERATE SPECULATIVE NET SHORT
2018-07-27,2018-07-24,496665,113673,169341,-55667,-11.21,33910,101903,-67993,-13.69,0.26,0.18,60.3,MODERATE SPECULATIVE NET SHORT
2018-08-03,2018-07-31,499721,115876,168555,-52678,-10.54,34268,101360,-67092,-13.43,0.3,0.16,60.9,MODERATE SPECULATIVE NET SHORT
2018-08-10,2018-08-07,507186,118400,187610,-69209,-13.65,35743,118267,-82524,-16.27,0.09,-0.84,53.8,MODERATE SPECULATIVE NET SHORT
2018-08-17,2018-08-14,526571,131917,216154,-84236,-16.0,45132,142990,-97858,-18.58,-0.08,-0.63,48.7,MODERATE SPECULATIVE NET SHORT
2018-08-24,2018-08-21,532137,130785,220624,-89839,-16.88,45328,147602,-102274,-19.22,-0.14,-0.24,46.8,MODERATE SPECULATIVE NET SHORT
2018-08-31,2018-08-28,529124,114761,202616,-87855,-16.6,33041,132771,-99730,-18.85,-0.12,0.08,47.4,MODERATE SPECULATIVE NET SHORT
2018-09-07,2018-09-04,527579,116570,198551,-81981,-15.54,33922,128817,-94895,-17.99,-0.04,0.28,50.6,MODERATE SPECULATIVE NET SHORT
2018-09-14,2018-09-11,550492,110716,190539,-79822,-14.5,29948,105905,-75957,-13.8,0.03,0.27,52.6,MODERATE SPECULATIVE NET SHORT
2018-09-21,2018-09-18,465130,115785,194675,-78889,-16.96,33698,110361,-76663,-16.48,-0.14,-0.68,45.5,MODERATE SPECULATIVE NET SHORT
2018-09-28,2018-09-25,477881,117188,193140,-75951,-15.89,32021,118715,-86694,-18.14,-0.07,0.28,48.7,MODERATE SPECULATIVE NET SHORT
2018-10-05,2018-10-02,479644,126083,198803,-72720,-15.16,37615,119431,-81816,-17.06,-0.03,0.19,50.6,MODERATE SPECULATIVE NET SHORT
2018-10-12,2018-10-09,483802,125815,206739,-80923,-16.73,36846,118768,-81922,-16.93,-0.13,-0.43,45.5,MODERATE SPECULATIVE NET SHORT
2018-10-19,2018-10-16,469299,113340,199409,-86068,-18.34,26929,112156,-85227,-18.16,-0.24,-0.43,42.3,MODERATE SPECULATIVE NET SHORT
2018-10-26,2018-10-23,489829,121666,218553,-96887,-19.78,30236,123394,-93158,-19.02,-0.33,-0.37,38.5,MODERATE SPECULATIVE NET SHORT
2018-11-02,2018-10-30,504458,126829,230576,-103746,-20.57,37046,130192,-93146,-18.46,-0.39,-0.21,35.9,MODERATE SPECULATIVE NET SHORT
2018-11-09,2018-11-06,510193,119100,229337,-110237,-21.61,28935,131185,-102250,-20.04,-0.46,-0.29,34.0,MODERATE SPECULATIVE NET SHORT
2018-11-16,2018-11-13,520240,129846,229492,-99645,-19.15,41857,130776,-88919,-17.09,-0.29,0.68,39.7,MODERATE SPECULATIVE NET SHORT
2018-11-23,2018-11-20,535707,123322,235593,-112270,-20.96,36514,136774,-100260,-18.72,-0.41,-0.51,34.0,MODERATE SPECULATIVE NET SHORT
2018-11-30,2018-11-27,538454,115546,235327,-119780,-22.25,26502,138103,-111601,-20.73,-0.5,-0.37,32.1,MODERATE SPECULATIVE NET SHORT
2018-12-07,2018-12-04,545537,116325,232499,-116174,-21.3,29362,131441,-102079,-18.71,-0.44,0.25,33.3,MODERATE SPECULATIVE NET SHORT
2018-12-14,2018-12-11,613745,117661,226492,-108830,-17.73,31728,124184,-92456,-15.06,-0.2,0.98,44.9,MODERATE SPECULATIVE NET SHORT
2018-12-21,2018-12-18,505711,116289,219709,-103419,-20.45,27921,112509,-84588,-16.73,-0.4,-0.78,35.9,MODERATE SPECULATIVE NET SHORT
2018-12-27,2018-12-24,508253,114941,220409,-105468,-20.75,26688,115542,-88854,-17.48,-0.42,-0.1,34.6,MODERATE SPECULATIVE NET SHORT
2019-01-03,2018-12-31,505986,117880,217323,-99442,-19.65,28805,112280,-83475,-16.5,-0.36,0.28,37.8,MODERATE SPECULATIVE NET SHORT
2019-01-11,2019-01-08,514545,118588,213496,-94908,-18.45,29570,111916,-82346,-16.0,-0.28,0.31,41.0,MODERATE SPECULATIVE NET SHORT
2019-01-18,2019-01-15,525052,124292,209891,-85598,-16.3,32090,111976,-79886,-15.21,-0.14,0.58,48.7,MODERATE SPECULATIVE NET SHORT
2019-01-25,2019-01-22,527176,119343,211716,-92372,-17.52,27903,112808,-84905,-16.11,-0.23,-0.36,44.2,MODERATE SPECULATIVE NET SHORT
2019-02-01,2019-01-29,527521,119075,209496,-90420,-17.14,28376,112108,-83732,-15.87,-0.21,0.09,44.2,MODERATE SPECULATIVE NET SHORT
2019-02-08,2019-02-05,523868,121716,204584,-82867,-15.82,30090,107043,-76953,-14.69,-0.11,0.38,50.6,MODERATE SPECULATIVE NET SHORT
2019-02-15,2019-02-12,538627,131252,226785,-95532,-17.74,37918,122159,-84241,-15.64,-0.24,-0.54,42.9,MODERATE SPECULATIVE NET SHORT
2019-02-22,2019-02-19,537396,122147,226968,-104821,-19.51,31020,121662,-90642,-16.87,-0.36,-0.49,35.9,MODERATE SPECULATIVE NET SHORT
2019-03-01,2019-02-26,528376,119899,221274,-101374,-19.19,30866,113046,-82180,-15.55,-0.33,0.12,37.2,MODERATE SPECULATIVE NET SHORT
2019-03-08,2019-03-05,541753,131575,237242,-105667,-19.5,44045,125120,-81075,-14.97,-0.35,-0.08,36.5,MODERATE SPECULATIVE NET SHORT
2019-03-15,2019-03-12,536724,121378,231116,-109737,-20.45,35487,118661,-83174,-15.5,-0.41,-0.27,33.3,MODERATE SPECULATIVE NET SHORT
2019-03-22,2019-03-19,483172,113288,222071,-108783,-22.51,26752,113593,-86841,-17.97,-0.56,-0.67,25.6,MODERATE SPECULATIVE NET SHORT
2019-03-29,2019-03-26,486804,112940,221031,-108090,-22.2,27064,115577,-88513,-18.18,-0.54,0.09,26.3,MODERATE SPECULATIVE NET SHORT
2019-04-05,2019-04-02,497717,116945,243099,-126154,-25.35,29983,133701,-103718,-20.84,-0.77,-1.01,21.8,MODERATE SPECULATIVE NET SHORT
2019-04-12,2019-04-09,494804,115625,237433,-121807,-24.62,29006,132688,-103682,-20.95,-0.71,0.24,23.7,MODERATE SPECULATIVE NET SHORT
2019-04-19,2019-04-16,499280,119734,236071,-116336,-23.3,33281,132662,-99381,-19.9,-0.62,0.43,24.4,MODERATE SPECULATIVE NET SHORT
2019-04-26,2019-04-23,507722,123093,243849,-120755,-23.78,35713,139533,-103820,-20.45,-0.65,-0.14,24.4,MODERATE SPECULATIVE NET SHORT
2019-05-03,2019-04-30,517935,122610,249833,-127222,-24.56,35648,145173,-109525,-21.15,-0.7,-0.23,24.4,MODERATE SPECULATIVE NET SHORT
2019-05-10,2019-05-07,516282,119526,247780,-128253,-24.84,32252,146844,-114592,-22.2,-0.71,-0.06,23.1,MODERATE SPECULATIVE NET SHORT
2019-05-17,2019-05-14,504460,116493,235724,-119231,-23.64,30438,142131,-111693,-22.14,-0.62,0.42,26.3,MODERATE SPECULATIVE NET SHORT
2019-05-24,2019-05-21,516122,122898,241710,-118811,-23.02,35410,142820,-107410,-20.81,-0.57,0.23,28.2,MODERATE SPECULATIVE NET SHORT
2019-05-31,2019-05-28,536798,122687,240707,-118019,-21.99,36534,140497,-103963,-19.37,-0.49,0.35,31.4,MODERATE SPECULATIVE NET SHORT
2019-06-07,2019-06-04,517428,129993,231738,-101744,-19.66,42983,134965,-91982,-17.78,-0.33,0.77,39.7,MODERATE SPECULATIVE NET SHORT
2019-06-14,2019-06-11,542810,121009,221182,-100172,-18.45,31166,134565,-103399,-19.05,-0.25,0.4,46.2,MODERATE SPECULATIVE NET SHORT
2019-06-21,2019-06-18,503825,127878,211213,-83334,-16.54,35140,123984,-88844,-17.63,-0.12,0.64,53.2,MODERATE SPECULATIVE NET SHORT
2019-06-28,2019-06-25,521907,126176,213916,-87739,-16.81,37864,130813,-92949,-17.81,-0.15,-0.13,51.3,MODERATE SPECULATIVE NET SHORT
2019-07-05,2019-07-02,520970,125938,205875,-79936,-15.34,36190,122545,-86355,-16.58,-0.05,0.49,57.1,MODERATE SPECULATIVE NET SHORT
2019-07-12,2019-07-09,521379,123526,210604,-87077,-16.7,31821,123452,-91631,-17.57,-0.16,-0.52,51.3,MODERATE SPECULATIVE NET SHORT
2019-07-19,2019-07-16,535848,135454,217848,-82393,-15.38,37455,126557,-89102,-16.63,-0.07,0.43,56.4,MODERATE SPECULATIVE NET SHORT
2019-07-26,2019-07-23,541102,132244,227046,-94801,-17.52,37526,133778,-96252,-17.79,-0.24,-0.8,46.8,MODERATE SPECULATIVE NET SHORT
2019-08-02,2019-07-30,563024,136411,242626,-106215,-18.87,38230,141494,-103264,-18.34,-0.35,-0.53,40.4,MODERATE SPECULATIVE NET SHORT
2019-08-09,2019-08-06,545453,134251,232867,-98615,-18.08,42290,127634,-85344,-15.65,-0.3,0.24,43.6,MODERATE SPECULATIVE NET SHORT
2019-08-16,2019-08-13,550607,127278,229569,-102290,-18.58,28720,137251,-108531,-19.71,-0.35,-0.22,39.7,MODERATE SPECULATIVE NET SHORT
2019-08-23,2019-08-20,542806,127967,221680,-93712,-17.26,30643,126115,-95472,-17.59,-0.26,0.43,46.8,MODERATE SPECULATIVE NET SHORT
2019-08-30,2019-08-27,525065,125190,216470,-91279,-17.38,33930,121825,-87895,-16.74,-0.28,-0.08,46.2,MODERATE SPECULATIVE NET SHORT
2019-09-06,2019-09-03,546954,138301,236003,-97701,-17.86,48225,138243,-90018,-16.46,-0.33,-0.21,42.9,MODERATE SPECULATIVE NET SHORT
2019-09-13,2019-09-10,585117,126828,230086,-103257,-17.65,36765,133494,-96729,-16.53,-0.32,0.04,44.2,MODERATE SPECULATIVE NET SHORT
2019-09-20,2019-09-17,503272,125700,235309,-109609,-21.78,30517,137178,-106661,-21.19,-0.64,-1.51,23.1,MODERATE SPECULATIVE NET SHORT
2019-09-27,2019-09-24,502612,120621,221942,-101320,-20.16,29730,121019,-91289,-18.16,-0.53,0.55,29.5,MODERATE SPECULATIVE NET SHORT
2019-10-04,2019-10-01,511934,135209,237042,-101832,-19.89,44921,134406,-89485,-17.48,-0.51,0.07,30.1,MODERATE SPECULATIVE NET SHORT
2019-10-11,2019-10-08,514638,130686,241268,-110581,-21.49,38991,141981,-102990,-20.01,-0.65,-0.6,23.1,MODERATE SPECULATIVE NET SHORT
2019-10-18,2019-10-15,517182,119992,231746,-111753,-21.61,33138,134965,-101827,-19.69,-0.67,-0.07,22.4,MODERATE SPECULATIVE NET SHORT
2019-10-25,2019-10-22,528545,132785,223447,-90661,-17.15,38461,133011,-94550,-17.89,-0.33,1.57,46.8,MODERATE SPECULATIVE NET SHORT
2019-11-01,2019-10-29,538847,136839,225174,-88334,-16.39,40929,134425,-93496,-17.35,-0.29,0.22,52.6,MODERATE SPECULATIVE NET SHORT
2019-11-08,2019-11-05,563336,138101,233398,-95296,-16.92,42111,143181,-101070,-17.94,-0.35,-0.25,47.4,MODERATE SPECULATIVE NET SHORT
2019-11-15,2019-11-12,569527,141186,233079,-91893,-16.14,39577,137093,-97516,-17.12,-0.3,0.23,53.2,MODERATE SPECULATIVE NET SHORT
2019-11-22,2019-11-19,577689,139327,233382,-94054,-16.28,43096,131953,-88857,-15.38,-0.33,-0.1,52.6,MODERATE SPECULATIVE NET SHORT
2019-11-29,2019-11-26,578450,144017,239197,-95180,-16.45,41461,138868,-97407,-16.84,-0.36,-0.11,50.6,MODERATE SPECULATIVE NET SHORT
2019-12-06,2019-12-03,590124,144738,238969,-94230,-15.97,43557,137918,-94361,-15.99,-0.34,0.12,53.8,MODERATE SPECULATIVE NET SHORT
2019-12-13,2019-12-10,646417,146005,240102,-94097,-14.56,45034,146272,-101238,-15.66,-0.23,0.48,58.3,MODERATE SPECULATIVE NET SHORT
2019-12-20,2019-12-17,542923,146832,237175,-90342,-16.64,44265,148057,-103792,-19.12,-0.42,-0.8,46.8,MODERATE SPECULATIVE NET SHORT
2019-12-27,2019-12-24,540395,143533,242125,-98591,-18.24,42584,155491,-112907,-20.89,-0.57,-0.62,34.6,MODERATE SPECULATIVE NET SHORT
2020-01-03,2019-12-31,557585,148538,252809,-104271,-18.7,44827,172022,-127195,-22.81,-0.62,-0.2,30.1,MODERATE SPECULATIVE NET SHORT
2020-01-10,2020-01-07,555940,145257,240251,-94994,-17.09,42151,159703,-117552,-21.14,-0.49,0.57,42.3,MODERATE SPECULATIVE NET SHORT
2020-01-17,2020-01-14,571239,147492,236335,-88842,-15.55,41577,150952,-109375,-19.15,-0.36,0.54,54.5,MODERATE SPECULATIVE NET SHORT
2020-01-24,2020-01-21,582164,153907,237386,-83479,-14.34,46342,147131,-100789,-17.31,-0.25,0.43,59.0,MODERATE SPECULATIVE NET SHORT
2020-01-31,2020-01-28,598793,170039,259446,-89407,-14.93,55726,159127,-103401,-17.27,-0.31,-0.23,56.4,MODERATE SPECULATIVE NET SHORT
2020-02-07,2020-02-04,594698,161696,265117,-103420,-17.39,46758,163930,-117172,-19.7,-0.54,-0.93,37.2,MODERATE SPECULATIVE NET SHORT
2020-02-14,2020-02-11,612444,165398,277520,-112121,-18.31,44521,178070,-133549,-21.81,-0.62,-0.35,30.8,MODERATE SPECULATIVE NET SHORT
2020-02-21,2020-02-18,617487,167172,287322,-120149,-19.46,48476,186683,-138207,-22.38,-0.73,-0.43,23.7,MODERATE SPECULATIVE NET SHORT
2020-02-28,2020-02-25,625563,162913,297393,-134480,-21.5,49751,195284,-145533,-23.26,-0.92,-0.77,13.5,MODERATE SPECULATIVE NET SHORT
2020-03-06,2020-03-03,640357,158922,265874,-106951,-16.7,42754,183133,-140379,-21.92,-0.48,1.81,44.2,MODERATE SPECULATIVE NET SHORT
2020-03-13,2020-03-10,659151,162153,207111,-44957,-6.82,38294,145905,-107611,-16.33,0.42,3.68,70.5,MODERATE SPECULATIVE NET SHORT
2020-03-20,2020-03-17,588116,151044,156579,-5534,-0.94,38965,101775,-62810,-10.68,0.95,2.13,82.1,MODERATE SPECULATIVE NET SHORT
2020-03-27,2020-03-24,571086,149360,139121,10239,1.79,43370,85717,-42347,-7.42,1.19,0.97,83.3,MODERATE SPECULATIVE NET LONG
2020-04-03,2020-03-31,551752,149064,127847,21216,3.85,43712,79721,-36009,-6.53,1.36,0.72,85.3,MODERATE SPECULATIVE NET LONG
2020-04-10,2020-04-07,554697,153286,124651,28635,5.16,48500,76019,-27519,-4.96,1.46,0.43,87.2,MODERATE SPECULATIVE NET LONG
2020-04-17,2020-04-14,543361,156043,120562,35480,6.53,51052,72530,-21478,-3.95,1.57,0.44,88.5,EXTREME SPECULATIVE NET LONG (Crowded)
2020-04-24,2020-04-21,546661,161013,122016,38997,7.13,53217,72546,-19329,-3.54,1.6,0.14,89.1,EXTREME SPECULATIVE NET LONG (Crowded)
2020-05-01,2020-04-28,545082,156851,125917,30934,5.68,55128,74633,-19505,-3.58,1.45,-0.63,85.9,MODERATE SPECULATIVE NET LONG
2020-05-08,2020-05-05,541624,160096,131798,28297,5.22,54435,78604,-24169,-4.46,1.38,-0.24,85.3,MODERATE SPECULATIVE NET LONG
2020-05-15,2020-05-12,547329,157602,136884,20718,3.79,51313,78126,-26813,-4.9,1.24,-0.61,80.8,MODERATE SPECULATIVE NET LONG
2020-05-22,2020-05-19,547206,155883,138230,17653,3.23,48455,79962,-31507,-5.76,1.17,-0.26,80.1,MODERATE SPECULATIVE NET LONG
2020-05-29,2020-05-26,556749,162871,142171,20700,3.72,52480,83302,-30822,-5.54,1.2,0.17,80.1,MODERATE SPECULATIVE NET LONG
2020-06-05,2020-06-02,583384,164096,137816,26280,4.5,52066,83119,-31053,-5.32,1.26,0.29,83.3,MODERATE SPECULATIVE NET LONG
2020-06-12,2020-06-09,592915,170912,133863,37048,6.25,51348,84377,-33029,-5.57,1.41,0.68,86.5,MODERATE SPECULATIVE NET LONG
2020-06-19,2020-06-16,574939,170262,117783,52479,9.13,47845,66789,-18944,-3.29,1.65,1.13,91.7,EXTREME SPECULATIVE NET LONG (Crowded)
2020-06-26,2020-06-23,585421,174504,119821,54683,9.34,52353,67326,-14973,-2.56,1.64,0.02,92.3,EXTREME SPECULATIVE NET LONG (Crowded)
2020-07-03,2020-06-30,579738,166306,129074,37232,6.42,45082,76489,-31407,-5.42,1.36,-1.31,85.9,MODERATE SPECULATIVE NET LONG
2020-07-10,2020-07-07,593341,173841,125607,48234,8.13,49579,76501,-26922,-4.54,1.49,0.69,87.8,MODERATE SPECULATIVE NET LONG
2020-07-17,2020-07-14,604982,174417,125718,48698,8.05,53992,79311,-25319,-4.19,1.47,-0.07,87.2,MODERATE SPECULATIVE NET LONG
2020-07-24,2020-07-21,636212,182134,118614,63520,9.98,59583,74578,-14995,-2.36,1.62,0.79,92.9,EXTREME SPECULATIVE NET LONG (Crowded)
2020-07-31,2020-07-28,678965,217373,126753,90620,13.35,78712,84562,-5850,-0.86,1.88,1.4,98.1,EXTREME SPECULATIVE NET LONG (Crowded)
2020-08-07,2020-08-04,704875,238715,121275,117440,16.66,91850,80218,11632,1.65,2.13,1.36,100.0,EXTREME SPECULATIVE NET LONG (Crowded)
2020-08-14,2020-08-11,706458,243212,106707,136505,19.32,96780,66321,30459,4.31,2.31,1.09,100.0,EXTREME SPECULATIVE NET LONG (Crowded)
2020-08-21,2020-08-18,704050,231850,102521,129329,18.37,93893,62324,31569,4.48,2.18,-0.47,99.4,EXTREME SPECULATIVE NET LONG (Crowded)
2020-08-28,2020-08-25,704077,233723,95099,138624,19.69,89098,52003,37095,5.27,2.25,0.51,100.0,EXTREME SPECULATIVE NET LONG (Crowded)
2020-09-04,2020-09-01,698211,230266,100653,129613,18.56,86169,54361,31808,4.56,2.11,-0.54,98.7,EXTREME SPECULATIVE NET LONG (Crowded)
2020-09-11,2020-09-08,690782,223891,99600,124291,17.99,81097,51168,29929,4.33,2.03,-0.3,97.4,EXTREME SPECULATIVE NET LONG (Crowded)
2020-09-18,2020-09-15,658174,205628,100472,105156,15.98,67043,47965,19078,2.9,1.84,-0.93,95.5,EXTREME SPECULATIVE NET LONG (Crowded)
2020-09-25,2020-09-22,666412,222759,104959,117800,17.68,74981,51976,23005,3.45,1.94,0.68,96.8,EXTREME SPECULATIVE NET LONG (Crowded)
2020-10-02,2020-09-29,655912,221690,99158,122532,18.68,77163,48037,29126,4.44,1.98,0.38,98.7,EXTREME SPECULATIVE NET LONG (Crowded)
2020-10-09,2020-10-06,652135,211052,94385,116667,17.89,68151,50728,17423,2.67,1.88,-0.43,96.2,EXTREME SPECULATIVE NET LONG (Crowded)
2020-10-16,2020-10-13,646165,206244,95634,110609,17.12,63825,53514,10311,1.6,1.79,-0.42,94.9,EXTREME SPECULATIVE NET LONG (Crowded)
2020-10-23,2020-10-20,644667,208777,98706,110071,17.07,67693,57879,9814,1.52,1.76,-0.09,94.2,EXTREME SPECULATIVE NET LONG (Crowded)
2020-10-30,2020-10-27,636778,199267,96007,103260,16.22,60841,56428,4413,0.69,1.67,-0.46,92.3,EXTREME SPECULATIVE NET LONG (Crowded)
2020-11-06,2020-11-03,627754,190074,102525,87549,13.95,49641,59764,-10123,-1.61,1.48,-1.1,90.4,MODERATE SPECULATIVE NET LONG
2020-11-13,2020-11-10,638993,188386,102283,86103,13.47,56591,59918,-3327,-0.52,1.43,-0.28,89.1,MODERATE SPECULATIVE NET LONG
2020-11-20,2020-11-17,637946,188266,101287,86979,13.63,55787,61398,-5611,-0.88,1.42,0.01,89.7,MODERATE SPECULATIVE NET LONG
